Instrument,Year,AsOfDate,Currency,MarketCap_EUR
KGX.DE,2021,2021-12-31,EUR,12873211243.64
LAGRb.ST,2021,2021-12-31,EUR,2637116352.9498
WRT1V.HE,2021,2021-12-31,EUR,7464590564.85
TRELb.ST,2021,2021-12-31,EUR,6293498149.21374
SIEGn.DE,2021,2021-12-31,EUR,130662000000.0
JMT.LS,2021,2021-12-31,EUR,12648793722.0
EQTAB.ST,2021,2021-12-31,EUR,47781210304.7712
RILBA.CO,2021,2021-12-31,EUR,3463977659.67744
SDLF.L,2021,2021-12-31,EUR,7770105306.7886
PZU.WA,2021,2021-12-31,EUR,6810740463.27323
IGG.L,2021,2021-12-31,EUR,4175692785.96156
HIK.L,2021,2021-12-31,EUR,6113457700.56179
EONGn.DE,2021,2021-12-31,EUR,32488221240.0
MTO.L,2021,2021-12-31,EUR,1096157183.32311
BAES.L,2021,2021-12-31,EUR,20709848446.3791
BP.L,2021,2021-12-31,EUR,77646210337.237
HOLMb.ST,2021,2021-12-31,EUR,6900702290.88505
GTT.PA,2021,2021-12-31,EUR,3049694863.25
INGP.WA,2021,2021-12-31,EUR,7652509116.8844
TEL.OL,2021,2021-12-31,EUR,19499825888.6119
SHBa.ST,2021,2021-12-31,EUR,19173987980.8927
CVO.PA,2021,2021-12-31,EUR,6694735736.38463
LDOF.MI,2021,2021-12-31,EUR,3693224723.26
ADP.PA,2021,2021-12-31,EUR,11212236206.6
IBE.MC,2021,2021-12-31,EUR,66493755485.8226
DCC.L,2021,2021-12-31,EUR,7100870722.55822
WEIR.L,2021,2021-12-31,EUR,5287909529.98797
NKT.CO,2021,2021-12-31,EUR,1856659595.57196
UU.L,2021,2021-12-31,EUR,8837378512.23854
ALKb.CO,2021,2021-12-31,EUR,4635776850.51478
CONG.DE,2021,2021-12-31,EUR,14611634893.9822
TBCG.L,2021,2021-12-31,EUR,1083074051.73976
ABF.L,2021,2021-12-31,EUR,18588487764.3645
SVT.L,2021,2021-12-31,EUR,8778066174.11731
ALFA.ST,2021,2021-12-31,EUR,14981137397.7012
ALLFG.AS,2021,2021-12-31,EUR,10886558115.008
EDPR.LS,2021,2021-12-31,EUR,21036223747.8
HWDN.L,2021,2021-12-31,EUR,6349357107.34548
ITV.L,2021,2021-12-31,EUR,5296037407.47779
PST.MI,2021,2021-12-31,EUR,15288017550.0
ENAG.MC,2021,2021-12-31,EUR,5318398502.2
MRCG.DE,2021,2021-12-31,EUR,96911989006.2
SHCS.L,2021,2021-12-31,EUR,1706055054.33154
MUVGn.DE,2021,2021-12-31,EUR,37035152409.85
KESKOB.HE,2021,2021-12-31,EUR,11379401330.0
SGOB.PA,2021,2021-12-31,EUR,32420968602.65
LMPL.L,2021,2021-12-31,EUR,3297492721.89044
BASFn.DE,2021,2021-12-31,EUR,57478396670.52
AZMT.MI,2021,2021-12-31,EUR,3581362425.0
SUNB.L,2021,2021-12-31,EUR,
RBIV.VI,2021,2021-12-31,EUR,8486642221.8
SB1NO.OL,2021,2021-12-31,EUR,3393899946.04406
ACKB.BR,2021,2021-12-31,EUR,5650927704.8
SIGNC.S,2021,2021-12-31,EUR,7907799902.62368
KBCA.BR,2021,2021-12-31,EUR,3291787240.56
SDZ.S,2021,2021-12-31,EUR,
SRG.MI,2021,2021-12-31,EUR,18041084718.712
AV.L,2021,2021-12-31,EUR,13818434183.1641
ZAB.WA,2021,2021-12-31,EUR,
DIOR.PA,2021,2021-12-31,EUR,131770486680.0
SIKA.S,2021,2021-12-31,EUR,52217285303.3307
SAVE.ST,2021,2021-12-31,EUR,4267489948.69992
ABNd.AS,2021,2021-12-31,EUR,6082661052.916
BC8G.DE,2021,2021-12-31,EUR,7953120000.0
ANA.MC,2021,2021-12-31,EUR,9358545001.8
SUN.S,2021,2021-12-31,EUR,3023460790.6099
LEGD.PA,2021,2021-12-31,EUR,27520373063.4
SOPR.PA,2021,2021-12-31,EUR,3234545212.5
SKAb.ST,2021,2021-12-31,EUR,9532466354.10896
SPX.L,2021,2021-12-31,EUR,14090091600.1903
LONN.S,2021,2021-12-31,EUR,53748124054.8943
CABK.MC,2021,2021-12-31,EUR,19434219996.563
BEIG.DE,2021,2021-12-31,EUR,23315040000.0
GETIb.ST,2021,2021-12-31,EUR,10384845372.5995
STDM.PA,2021,2021-12-31,EUR,44467723656.0
BEAN.S,2021,2021-12-31,EUR,6718613168.31683
INVP.L,2021,2021-12-31,EUR,4560757085.37831
PKN.WA,2021,2021-12-31,EUR,7029258284.27463
TW.L,2021,2021-12-31,EUR,7620519654.32063
PAFR.L,2021,2021-12-31,EUR,383248068.302811
NN.AS,2021,2021-12-31,EUR,15134181578.1
AKRBP.OL,2021,2021-12-31,EUR,10103797744.2008
IMCD.AS,2021,2021-12-31,EUR,11095535952.6
THULE.ST,2021,2021-12-31,EUR,5537694000.16729
IFXGn.DE,2021,2021-12-31,EUR,53412174503.3
CAGR.PA,2021,2021-12-31,EUR,39075373667.05
HBANC.S,2021,2021-12-31,EUR,5583389377.71931
TCFP.PA,2021,2021-12-31,EUR,15959773658.4
ABDN.L,2021,2021-12-31,EUR,6252013723.72847
VOPA.AS,2021,2021-12-31,EUR,3872810048.8
SECTb.ST,2021,2021-12-31,EUR,3698104212.00147
BALDb.ST,2021,2021-12-31,EUR,10473802394.74
RENA.PA,2021,2021-12-31,EUR,9032837164.78
VACN.S,2021,2021-12-31,EUR,13571904950.4951
ERST.VI,2021,2021-12-31,EUR,17793720000.0
CTEC.L,2021,2021-12-31,EUR,4630842073.84977
PERP.PA,2021,2021-12-31,EUR,55386892440.0
AMBUb.CO,2021,2021-12-31,EUR,6197654515.47074
UNPI.MI,2021,2021-12-31,EUR,3472571778.72
BARC.L,2021,2021-12-31,EUR,37282273202.4553
TEMN.S,2021,2021-12-31,EUR,9126051291.33267
ORK.OL,2021,2021-12-31,EUR,8683018150.05026
NOVN.S,2021,2021-12-31,EUR,178557436180.451
UMG.AS,2021,2021-12-31,EUR,44935452224.88
WTB.L,2021,2021-12-31,EUR,7199932575.99777
BAKKA.OL,2021,2021-12-31,EUR,3452145805.95779
MYCR.ST,2021,2021-12-31,EUR,2038098043.20062
NOD.OL,2021,2021-12-31,EUR,5697450344.31273
SCOR.PA,2021,2021-12-31,EUR,5118667917.44
DB1Gn.DE,2021,2021-12-31,EUR,27968000000.0
DANO.PA,2021,2021-12-31,EUR,37540587074.51
BFT.WA,2021,2021-12-31,EUR,410531573.249302
WPP.L,2021,2021-12-31,EUR,15374490329.8764
HRMS.PA,2021,2021-12-31,EUR,162154616832.0
SQN.S,2021,2021-12-31,EUR,2975478560.5099
HMb.ST,2021,2021-12-31,EUR,28866956587.1879
RYA.I,2021,2021-12-31,EUR,17279783052.0
BIOX.PA,2021,2021-12-31,EUR,14783316378.0
INGA.AS,2021,2021-12-31,EUR,47793567451.568
HRA.MI,2021,2021-12-31,EUR,5520230588.97
IDR.MC,2021,2021-12-31,EUR,1703831707.29
EXOR.AS,2021,2021-12-31,EUR,28877024742.72
BTRW.L,2021,2021-12-31,EUR,9102532075.88311
ARGX.BR,2021,2021-12-31,EUR,16060019588.7
LIFCOb.ST,2021,2021-12-31,EUR,11756091759.8283
KSP.I,2021,2021-12-31,EUR,19044722445.0
EZJ.L,2021,2021-12-31,EUR,5015705212.97266
VNAn.DE,2021,2021-12-31,EUR,38239655434.36
AIRP.PA,2021,2021-12-31,EUR,72656324306.4916
JMAT.L,2021,2021-12-31,EUR,4704487201.44208
BMEB.L,2021,2021-12-31,EUR,6630238562.68719
REY.MI,2021,2021-12-31,EUR,6532035328.8
BCP.LS,2021,2021-12-31,EUR,2129561184.2368
QQ.L,2021,2021-12-31,EUR,1832146710.27067
INCH.L,2021,2021-12-31,EUR,4154786424.44554
AKZO.AS,2021,2021-12-31,EUR,17525322250.5
WIHL.ST,2021,2021-12-31,EUR,3067924170.02797
NEKG.DE,2021,2021-12-31,EUR,12433575000.0
ESSITYb.ST,2021,2021-12-31,EUR,20140172144.1793
ACLN.S,2021,2021-12-31,EUR,
SAND.ST,2021,2021-12-31,EUR,29877559047.3128
METSO.HE,2021,2021-12-31,EUR,8036058833.36
GBFG.DE,2021,2021-12-31,EUR,1266411942.08
ZALG.DE,2021,2021-12-31,EUR,19132853303.88
ANDR.VI,2021,2021-12-31,EUR,4738240000.0
FER.MC,2021,2021-12-31,EUR,20335449327.5089
INVEb.ST,2021,2021-12-31,EUR,69941012892.3014
TLXGn.DE,2021,2021-12-31,EUR,10787127625.84
PRY.MI,2021,2021-12-31,EUR,8969425028.7
SOON.S,2021,2021-12-31,EUR,21817567713.6817
BT.L,2021,2021-12-31,EUR,20016044083.1325
FPE3_p.DE,2021,2021-12-31,EUR,4905310000.0
EUFI.PA,2021,2021-12-31,EUR,20893388524.8
AKE.PA,2021,2021-12-31,EUR,9503812552.6
AZN.L,2021,2021-12-31,EUR,160016824145.512
CNA.L,2021,2021-12-31,EUR,5004628672.26223
RXL.PA,2021,2021-12-31,EUR,5251987976.64052
ASML.AS,2021,2021-12-31,EUR,287274195923.8
COLOb.CO,2021,2021-12-31,EUR,33163476001.8229
ESLX.PA,2021,2021-12-31,EUR,82832694480.6
GSK.L,2021,2021-12-31,EUR,77740948824.4838
PUBP.PA,2021,2021-12-31,EUR,13792256071.151
REL.L,2021,2021-12-31,EUR,74358382311.7549
ELE.MC,2021,2021-12-31,EUR,21365617721.06
ORAN.PA,2021,2021-12-31,EUR,25039112766.387
RBREW.CO,2021,2021-12-31,EUR,4955610347.86571
SY1G.DE,2021,2021-12-31,EUR,18261218855.1
CMBN.S,2021,2021-12-31,EUR,1946481683.16832
ORNBV.HE,2021,2021-12-31,EUR,5058986416.72
BBOXT.L,2021,2021-12-31,EUR,5534872681.88453
EBP.WA,2021,2021-12-31,EUR,7838615239.8422
EDEN.PA,2021,2021-12-31,EUR,10125787553.63
HOTG.DE,2021,2021-12-31,EUR,5059717155.34
TEGG.DE,2021,2021-12-31,EUR,3598008874.07409
AG1G.DE,2021,2021-12-31,EUR,4497211800.0
ASSAb.ST,2021,2021-12-31,EUR,30289220272.8101
GIVN.S,2021,2021-12-31,EUR,42635297128.8653
VIS.MC,2021,2021-12-31,EUR,2634224957.50543
VOD.L,2021,2021-12-31,EUR,36310403142.212
TRN.MI,2021,2021-12-31,EUR,14451842480.0
GF.S,2021,2021-12-31,EUR,5570440587.26733
SMIN.L,2021,2021-12-31,EUR,7383946536.94101
MNDI.L,2021,2021-12-31,EUR,9586785979.53705
VERB.VI,2021,2021-12-31,EUR,33699321542.0
BAVA.CO,2021,2021-12-31,EUR,2546785752.66582
STB.OL,2021,2021-12-31,EUR,4144111962.11871
AUTOA.L,2021,2021-12-31,EUR,8349064248.85373
VZN.S,2021,2021-12-31,EUR,3757128712.87129
FRO.OL,2021,2021-12-31,EUR,1364208130.95129
RTO.L,2021,2021-12-31,EUR,12922670746.388
LOIM.PA,2021,2021-12-31,EUR,5981055436.2
SUNN.S,2021,2021-12-31,EUR,
SLHN.S,2021,2021-12-31,EUR,17343302811.4465
IPN.PA,2021,2021-12-31,EUR,6747069343.0
FRES.L,2021,2021-12-31,EUR,7601670030.1006
IMB.L,2021,2021-12-31,EUR,18206917357.4799
RWEG.DE,2021,2021-12-31,EUR,24323635126.56
TUB.BR,2021,2021-12-31,EUR,4019487599.4
VLOF.PA,2021,2021-12-31,EUR,6447637678.98
WLSNc.AS,2021,2021-12-31,EUR,27196673450.8
LLOY.L,2021,2021-12-31,EUR,40402355387.2287
HEIO.AS,2021,2021-12-31,EUR,23373648133.2
SRENH.S,2021,2021-12-31,EUR,27998993465.0263
BEZG.L,2021,2021-12-31,EUR,3380933623.57793
NHY.OL,2021,2021-12-31,EUR,14306166579.8047
CPRI.MI,2021,2021-12-31,EUR,14827824000.0
AEGN.AS,2021,2021-12-31,EUR,11751945525.555
LOGN.S,2021,2021-12-31,EUR,12907617993.5881
TCAPI.L,2021,2021-12-31,EUR,1433234105.94581
LATOb.ST,2021,2021-12-31,EUR,22677835618.477
BGN.MI,2021,2021-12-31,EUR,4540854613.82
SBMO.AS,2021,2021-12-31,EUR,2365890738.975
AOO.BR,2021,2021-12-31,EUR,4171808635.96235
IETB.BR,2021,2021-12-31,EUR,6509603124.28874
PSPN.S,2021,2021-12-31,EUR,5015290570.82228
CDR.WA,2021,2021-12-31,EUR,4418775944.04228
VOLVb.ST,2021,2021-12-31,EUR,42303078081.2526
STMN.S,2021,2021-12-31,EUR,30150164318.8713
EPIRa.ST,2021,2021-12-31,EUR,26120018637.2418
NAFG.DE,2021,2021-12-31,EUR,4036214590.94
BMWG.DE,2021,2021-12-31,EUR,59390990822.68
EVOG.ST,2021,2021-12-31,EUR,26839670511.4023
DPLM.L,2021,2021-12-31,EUR,5003820712.7758
BWY.L,2021,2021-12-31,EUR,4899234409.19058
AXAF.PA,2021,2021-12-31,EUR,63406286006.52
UNI.MC,2021,2021-12-31,EUR,2346872795.436
NWG.L,2021,2021-12-31,EUR,28280582247.3486
DEMANT.CO,2021,2021-12-31,EUR,10958641982.0543
CRDI.MI,2021,2021-12-31,EUR,30613733159.04
WDPP.BR,2021,2021-12-31,EUR,7793691100.74
ELIS.PA,2021,2021-12-31,EUR,3410436826.54
TOM.OL,2021,2021-12-31,EUR,9304458269.34903
ALEP.WA,2021,2021-12-31,EUR,8815657762.66683
GRLS.MC,2021,2021-12-31,EUR,9771192178.42
FRAG.DE,2021,2021-12-31,EUR,5707168410.88
MKS.L,2021,2021-12-31,EUR,5393858255.84392
SABE.MC,2021,2021-12-31,EUR,3415751755.286
MICCT.AS,2021,2021-12-31,EUR,
CRDA.L,2021,2021-12-31,EUR,16803321513.0355
DLG.MI,2021,2021-12-31,EUR,4681929915.84
CAST.ST,2021,2021-12-31,EUR,6555898930.25664
SRP.L,2021,2021-12-31,EUR,1951091983.58723
SGE.L,2021,2021-12-31,EUR,10367223571.8909
ADYEN.AS,2021,2021-12-31,EUR,71525602066.5
HNKG_p.DE,2021,2021-12-31,EUR,31025617710.0
AENA.MC,2021,2021-12-31,EUR,21330000000.0
OMVV.VI,2021,2021-12-31,EUR,16553454531.66
RHMG.DE,2021,2021-12-31,EUR,3697275188.0
FOUG.PA,2021,2021-12-31,EUR,8865080000.0
BPTB.L,2021,2021-12-31,EUR,4830263527.02783
PSN.L,2021,2021-12-31,EUR,10849560775.4882
MRON.L,2021,2021-12-31,EUR,5820211608.49389
ALSO.PA,2021,2021-12-31,EUR,11654520265.2917
STERV.HE,2021,2021-12-31,EUR,12785277251.82
IMI.L,2021,2021-12-31,EUR,5385583830.74809
PRX.AS,2021,2021-12-31,EUR,190696280676.541
ROPC.S,2021,2021-12-31,EUR,318907418180.941
PNN.L,2021,2021-12-31,EUR,3759223672.08165
G24n.DE,2021,2021-12-31,EUR,5230016000.0
BGEO.L,2021,2021-12-31,EUR,976053145.227797
ZELA.CO,2021,2021-12-31,EUR,869771197.2698
ALSYDB.CO,2021,2021-12-31,EUR,1712879559.0697
NOKIA.HE,2021,2021-12-31,EUR,31646371422.584
CAMX.ST,2021,2021-12-31,EUR,778601548.575079
SPIE.PA,2021,2021-12-31,EUR,3695535731.84
NXT.L,2021,2021-12-31,EUR,12311404893.9574
FDJU.PA,2021,2021-12-31,EUR,7437540000.0
MT.AS,2021,2021-12-31,EUR,27661181032.94
NOVOb.CO,2021,2021-12-31,EUR,195622251085.789
IVG.MI,2021,2021-12-31,EUR,2460521495.51487
VTYV.L,2021,2021-12-31,EUR,3132460948.0788
BBVA.MC,2021,2021-12-31,EUR,35073083410.8
CVC.AS,2021,2021-12-31,EUR,
KBC.BR,2021,2021-12-31,EUR,31443771346.68
AIBG.I,2021,2021-12-31,EUR,5808816000.0
PUMG.DE,2021,2021-12-31,EUR,16160860176.0
ULVR.L,2021,2021-12-31,EUR,114501188500.881
CSG.AS,2021,2021-12-31,EUR,
AM.PA,2021,2021-12-31,EUR,7931267850.0
GAW.L,2021,2021-12-31,EUR,3896399300.76441
GALP.LS,2021,2021-12-31,EUR,7065215410.2
P911_p.DE,2021,2021-12-31,EUR,
VEND.OL,2021,2021-12-31,EUR,6902135796.73777
EXHO.PA,2021,2021-12-31,EUR,7936753542.03441
HLMA.L,2021,2021-12-31,EUR,14458069414.7437
INWT.MI,2021,2021-12-31,EUR,10060131584.2
GFCP.PA,2021,2021-12-31,EUR,9410803265.0
WISEa.L,2021,2021-12-31,EUR,12815586358.6596
KYGa.I,2021,2021-12-31,EUR,20028087075.75
WALLb.ST,2021,2021-12-31,EUR,5110483347.79695
NG.L,2021,2021-12-31,EUR,45621225884.2691
PLUSP.L,2021,2021-12-31,EUR,1431820373.05414
INDUc.ST,2021,2021-12-31,EUR,12151261691.3307
DANSKE.CO,2021,2021-12-31,EUR,13301299345.753
SCHP.S,2022,2022-12-31,EUR,18949591698.6205
NTGY.MC,2022,2022-12-31,EUR,23842803366.59
ADEN.S,2022,2022-12-31,EUR,5445879603.94382
SPSN.S,2022,2022-12-31,EUR,6393920745.76103
SOF.BR,2022,2022-12-31,EUR,7247300657.9173
SSE.L,2022,2022-12-31,EUR,20399662027.039
AAK.ST,2022,2022-12-31,EUR,4154479196.33315
SDR.L,2022,2022-12-31,EUR,8114077164.55753
SASY.PA,2022,2022-12-31,EUR,116203393078.56
NSISb.CO,2022,2022-12-31,EUR,13497298407.6662
CPG.L,2022,2022-12-31,EUR,42763559807.8142
EMSN.S,2022,2022-12-31,EUR,15144107453.5811
KBX.DE,2022,2022-12-31,EUR,8266336000.0
AIR.PA,2022,2022-12-31,EUR,88542868484.9836
URW.PA,2022,2022-12-31,EUR,7039277501.07
LPPP.WA,2022,2022-12-31,EUR,4209901671.47756
FORTUM.HE,2022,2022-12-31,EUR,13833767800.9975
BAYGn.DE,2022,2022-12-31,EUR,48625079938.59
QLT.L,2022,2022-12-31,EUR,1491847511.24028
SAPG.DE,2022,2022-12-31,EUR,119680882281.44
AAF.L,2022,2022-12-31,EUR,4873980682.93544
LUNDb.ST,2022,2022-12-31,EUR,9975918396.12991
PEO.WA,2022,2022-12-31,EUR,4873223650.0332
STMMI.MI,2022,2022-12-31,EUR,30450485356.8
PUIGb.MC,2022,2022-12-31,EUR,
SCHN.PA,2022,2022-12-31,EUR,75337023052.2961
DSV.CO,2022,2022-12-31,EUR,33178352657.4761
JD.L,2022,2022-12-31,EUR,7590948279.94892
GMAB.CO,2022,2022-12-31,EUR,26633565653.8212
SCYR.MC,2022,2022-12-31,EUR,1682192799.89085
EMII.MI,2022,2022-12-31,EUR,2774359090.021
FTKn.DE,2022,2022-12-31,EUR,718917049.016
ENI.MI,2022,2022-12-31,EUR,48957957188.716
HUBN.S,2022,2022-12-31,EUR,1797117758.92285
INDT.ST,2022,2022-12-31,EUR,7004115648.536
AMV0n.DE,2022,2022-12-31,EUR,
KGH.WA,2022,2022-12-31,EUR,5478616734.54446
BCU.MI,2022,2022-12-31,EUR,4569600000.0
MAP.MC,2022,2022-12-31,EUR,5564752764.311
DLN.L,2022,2022-12-31,EUR,3083346716.84302
IG.MI,2022,2022-12-31,EUR,4253790878.05484
SOGN.PA,2022,2022-12-31,EUR,20554439170.93
LOTB.BR,2022,2022-12-31,EUR,5132721770.0
UCB.BR,2022,2022-12-31,EUR,14490671521.0
G1AG.DE,2022,2022-12-31,EUR,6835238553.64
GLEN.L,2022,2022-12-31,EUR,77998483620.8402
LOOMIS.ST,2022,2022-12-31,EUR,1964325935.30029
BMED.MI,2022,2022-12-31,EUR,5866103355.336
UHR.S,2022,2022-12-31,EUR,14143013005.8856
TPRO.MI,2022,2022-12-31,EUR,4164930000.0
LHAG.DE,2022,2022-12-31,EUR,9408472018.28
DRX.L,2022,2022-12-31,EUR,3055536413.48735
BCVN.S,2022,2022-12-31,EUR,7844093252.35964
EQNR.OL,2022,2022-12-31,EUR,106966660850.206
BKGH.L,2022,2022-12-31,EUR,4611165810.12155
BAWG.VI,2022,2022-12-31,EUR,4088700000.0
RAND.AS,2022,2022-12-31,EUR,15018057338.88
ANTO.L,2022,2022-12-31,EUR,17472623097.6614
VOWG_p.DE,2022,2022-12-31,EUR,70226242571.6
OREP.PA,2022,2022-12-31,EUR,180411390050.2
R3NK.DE,2022,2022-12-31,EUR,
ICAG.L,2022,2022-12-31,EUR,7243934630.5312
REP.MC,2022,2022-12-31,EUR,20922646045.07
DHER.DE,2022,2022-12-31,EUR,11724773904.65
ORSTED.CO,2022,2022-12-31,EUR,36719243003.6247
EVKn.DE,2022,2022-12-31,EUR,8595370000.0
FREG.DE,2022,2022-12-31,EUR,14891993603.88
SECUb.ST,2022,2022-12-31,EUR,4583176844.16427
TEL2b.ST,2022,2022-12-31,EUR,5390850781.8056
JYSK.CO,2022,2022-12-31,EUR,3981347496.32265
AALB.AS,2022,2022-12-31,EUR,4078197849.76
GJFG.OL,2022,2022-12-31,EUR,9137095591.22308
MANTA.HE,2022,2022-12-31,EUR,
RIO.L,2022,2022-12-31,EUR,110149657230.805
HLN.L,2022,2022-12-31,EUR,33844076604.4924
MAERSKb.CO,2022,2022-12-31,EUR,39091223996.5826
RKT.L,2022,2022-12-31,EUR,45334173366.03
VALMT.HE,2022,2022-12-31,EUR,4749792032.7
SGEF.PA,2022,2022-12-31,EUR,55962326983.5
ENX.PA,2022,2022-12-31,EUR,7535998845.84
ALVG.DE,2022,2022-12-31,EUR,81892906887.8
LSEG.L,2022,2022-12-31,EUR,49091012728.0668
QIA.DE,2022,2022-12-31,EUR,10089195900.4124
HOLN.S,2022,2022-12-31,EUR,15548322409.9681
GASI.MI,2022,2022-12-31,EUR,26619135250.4
ICGIN.L,2022,2022-12-31,EUR,3857213909.34912
HUH1V.HE,2022,2022-12-31,EUR,3502212512.5
ENT.L,2022,2022-12-31,EUR,9023235991.28373
PHP.L,2022,2022-12-31,EUR,1707531104.50978
LTMC.MI,2022,2022-12-31,EUR,
SOBIV.ST,2022,2022-12-31,EUR,6094903648.04284
SN.L,2022,2022-12-31,EUR,11123323004.4592
SEBa.ST,2022,2022-12-31,EUR,23641902049.7402
SWEDa.ST,2022,2022-12-31,EUR,17749886815.5138
MOWI.OL,2022,2022-12-31,EUR,8114598065.35562
RECI.MI,2022,2022-12-31,EUR,8118238555.92
SDFGn.DE,2022,2022-12-31,EUR,3698805000.0
BALF.L,2022,2022-12-31,EUR,2269468981.71025
ALLN.S,2022,2022-12-31,EUR,2595961065.84158
BOLL.PA,2022,2022-12-31,EUR,15504296160.37
BUCN.S,2022,2022-12-31,EUR,4121223611.88288
FMEG.DE,2022,2022-12-31,EUR,8919768849.6
AXFO.ST,2022,2022-12-31,EUR,5572678798.55631
MICP.PA,2022,2022-12-31,EUR,19220468475.25
ATCOa.ST,2022,2022-12-31,EUR,53192487777.72
NEXS.PA,2022,2022-12-31,EUR,3732163314.0
SJP.L,2022,2022-12-31,EUR,6857549073.83813
BLND.L,2022,2022-12-31,EUR,4293643524.60078
UPM.HE,2022,2022-12-31,EUR,19102400667.21
TELIA.ST,2022,2022-12-31,EUR,9985591094.18333
NIBEb.ST,2022,2022-12-31,EUR,17492128060.6504
SAGAb.ST,2022,2022-12-31,EUR,7270810070.83523
AAL.L,2022,2022-12-31,EUR,42837316752.7543
BNZL.L,2022,2022-12-31,EUR,10720146164.3173
BNPP.PA,2022,2022-12-31,EUR,67801837314.78
ALCC.S,2022,2022-12-31,EUR,32618254762.7912
AMUN.PA,2022,2022-12-31,EUR,11008447074.0
SFZN.S,2022,2022-12-31,EUR,2835983874.58859
PKO.WA,2022,2022-12-31,EUR,8119747774.90505
RACE.MI,2022,2022-12-31,EUR,39269508547.5
LEGn.DE,2022,2022-12-31,EUR,4654062532.8
PRU.L,2022,2022-12-31,EUR,36721484486.3508
KMAR.OL,2022,2022-12-31,EUR,
BIRG.I,2022,2022-12-31,EUR,9514603348.4
MONC.MI,2022,2022-12-31,EUR,13864770141.4
TEPRF.PA,2022,2022-12-31,EUR,13189859850.2
VIE.PA,2022,2022-12-31,EUR,17771464507.29
EXPN.L,2022,2022-12-31,EUR,29520049030.0272
HEIG.DE,2022,2022-12-31,EUR,10639363690.0
UMI.BR,2022,2022-12-31,EUR,8715168000.0
ITPG.MI,2022,2022-12-31,EUR,4651323439.68
VAR.OL,2022,2022-12-31,EUR,8186828419.7449
TRYG.CO,2022,2022-12-31,EUR,14771247968.2434
CAPP.PA,2022,2022-12-31,EUR,27530123121.8
SYENS.BR,2022,2022-12-31,EUR,
BOUY.PA,2022,2022-12-31,EUR,10676575190.25
SSABb.ST,2022,2022-12-31,EUR,5248318943.28968
WBSV.VI,2022,2022-12-31,EUR,2518447011.22
ENR1n.DE,2022,2022-12-31,EUR,12491030867.67
KOG.OL,2022,2022-12-31,EUR,5790636075.68326
AMA.MC,2022,2022-12-31,EUR,22214115798.55
SHEL.AS,2022,2022-12-31,EUR,183936530773.283
ZEG.L,2022,2022-12-31,EUR,4861240.04101685
DTGGe.DE,2022,2022-12-31,EUR,24178326293.16
PSON.L,2022,2022-12-31,EUR,7674432761.78283
KEMIRA.HE,2022,2022-12-31,EUR,2250913650.93
FHZN.S,2022,2022-12-31,EUR,4604232701.24492
BATS.L,2022,2022-12-31,EUR,84797044459.968
AVANZ.ST,2022,2022-12-31,EUR,3161272652.96467
FLS.CO,2022,2022-12-31,EUR,1967074799.0073
GALD.S,2022,2022-12-31,EUR,
SCAb.ST,2022,2022-12-31,EUR,8459178988.06176
ISP.MI,2022,2022-12-31,EUR,40313229108.68
SKFb.ST,2022,2022-12-31,EUR,6698566373.35898
VLLP.PA,2022,2022-12-31,EUR,2935129070.08
NDAFI.HE,2022,2022-12-31,EUR,37237126406.24
ROCKb.CO,2022,2022-12-31,EUR,4939516967.73821
LISP.S,2022,2022-12-31,EUR,23123075685.6834
RS1R.L,2022,2022-12-31,EUR,4845403049.53152
RUBF.PA,2022,2022-12-31,EUR,2494734227.6961
ENGIE.PA,2022,2022-12-31,EUR,31384209557.7001
SGRO.L,2022,2022-12-31,EUR,10771845374.2601
EVDG.DE,2022,2022-12-31,EUR,5692800000.0
HSX.L,2022,2022-12-31,EUR,4319408485.99879
YAR.OL,2022,2022-12-31,EUR,10620366754.3523
ACCP.PA,2022,2022-12-31,EUR,6265417333.08
ADDTb.ST,2022,2022-12-31,EUR,3700970763.71306
BOL.ST,2022,2022-12-31,EUR,9529682474.7414
HSBA.L,2022,2022-12-31,EUR,117261590953.442
HOCM.L,2022,2022-12-31,EUR,435553849.649763
CBKG.DE,2022,2022-12-31,EUR,11150992373.136
SAF.PA,2022,2022-12-31,EUR,50645318837.6
ENEI.MI,2022,2022-12-31,EUR,52571902000.766
SHLG.DE,2022,2022-12-31,EUR,51944400000.0
GL9.I,2022,2022-12-31,EUR,3245665331.2
BMPS.MI,2022,2022-12-31,EUR,2582363897.3
MWDP.PA,2022,2022-12-31,EUR,3903434808.3
ADSGn.DE,2022,2022-12-31,EUR,22986000000.0
UBSG.S,2022,2022-12-31,EUR,63589713306.9203
ELI.BR,2022,2022-12-31,EUR,9873173652.88117
HNRGn.DE,2022,2022-12-31,EUR,22147663659.1
HIAB.HE,2022,2022-12-31,EUR,1592629849.60817
LIGHT.AS,2022,2022-12-31,EUR,4113432827.9
DGE.L,2022,2022-12-31,EUR,93016843973.8987
GBLB.BR,2022,2022-12-31,EUR,11551500000.0
LGEN.L,2022,2022-12-31,EUR,17086262770.4378
SAMPO.HE,2022,2022-12-31,EUR,23099723638.2965
TKAG.DE,2022,2022-12-31,EUR,2721485282.75698
SUBC.OL,2022,2022-12-31,EUR,3278492797.64323
EDP.LS,2022,2022-12-31,EUR,18725945738.664
RR.L,2022,2022-12-31,EUR,9390835780.91071
ASRNL.AS,2022,2022-12-31,EUR,6682286697.6
MBGn.DE,2022,2022-12-31,EUR,68234232369.66
